,Name,Location,Phone_1,Phone_2,Website,Register_Capital
265,บริษัท จีเอ็มเอ็ม แกรมมี่ จำกัด (มหาชน),"อาคารจีเอ็มเอ็ม แกรมมี่ เพลส, 50 ถนนสุขุมวิท 21 (อโศก) แขวงคลองเตยเหนือ เขตวัฒนา กทม.",0-2669-9000,0-2669-9009,http://www.gmmgrammy.com,"819,949,729.00 บาท"
266,บริษัท แกรนด์ แอสเสท โฮเทลส์ แอนด์ พรอพเพอร์ตี้ จำกัด(มหาชน),เลขที่ 388 อาคารเอ็กเชน ทาวเวอร์ ชั้น 32 ห้องเลขที่ 3203-4 ถนนสุขุมวิท แขวงคลองเตย เขตคลองเตย กทม.,0-2204-9900,0-2204-9996-9,http://www.grandeasset.com,"5,323,497,050.00 บาท"
267,บริษัท กรีน รีซอร์สเซส จำกัด (มหาชน),405 ถนนบอนด์สตรีท ซอย 13 ตำบลบางพูด อำเภอปากเกร็ด นนทบุรี,0-2504-5237-39,-,http://www.greenresources.co.th,"818,024,729.00 บาท"
268,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์ แกรนด์ รอยัล ออคิด โฮสพีทาลิตี้ ที่มีข้อตกลงในการซื้อคืน,"989 อาคารสยามพิวรรธน์ทาวเวอร์ ชั้น 9,24 ถนนพระราม 1 แขวงปทุมวัน เขตปทุมวัน กทม.",0-2659-8888,0-2659-8860,http://www.one-asset.com,"3,150,000,000.00 บาท"
269,บริษัท โกลบอล เซอร์วิส เซ็นเตอร์ จำกัด (มหาชน),เลขที่ 2991/14-15 อาคารวิสุทธานี ถนนลาดพร้าว แขวงคลองจั่น เขตบางกะปิ กทม.,0-2793-3999,0-2793-3944,http://www.gsc-servicecenter.com,"125,000,000.00 บาท"
270,บริษัท จี สตีล จำกัด (มหาชน) (บริษัทจดทะเบียนที่เข้าข่ายอาจถูกเพิกถอน),เลขที่ 88 ปาโซ่ ทาวเวอร์ ชั้น 18 ถนนสีลม แขวงสุริยวงศ์ เขตบางรัก กทม.,0-2634-2222,0-2634-4114,http://www.gsteel.com,"158,059,755,140.00 บาท"
271,บริษัท เจตาแบค จำกัด (มหาชน),335/7 ถนนศรีนครินทร์ แขวงหนองบอน เขตประเวศ กทม.,0-2366-0400,0-2366-0399,http://www.getabecboiler.com,"240,000,000.00 บาท"
272,บริษัท กัลฟ์ เอ็นเนอร์จี ดีเวลลอปเมนท์ จำกัด (มหาชน),87 อาคารเอ็มไทย ทาวเวอร์ ออลซีซั่น เพลส ชั้น 11 ถนนวิทยุ แขวงลุมพินี เขตปทุมวัน กทม.,0-2080-4499,0-2080-4455,http://www.gulf.co.th,"11,733,150,000.00 บาท"
273,บริษัท กันกุลเอ็นจิเนียริ่ง จำกัด (มหาชน),เลขที่ 1177 อาคารเพิร์ล แบงก์ค็อก ชั้น 8 ถนนพหลโยธิน แขวงพญาไท เขตพญาไท กทม.,0-2242-5800,0-2242-5818-9,http://www.gunkul.com,"2,220,632,743.50 บาท"
274,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์โกลเด้นเวนเจอร์,เลขที่ 944 มิตรทาวน์ ออฟฟิศ ทาวเวอร์ ชั้น 22 ถนนพระรามสี่ แขวงวังใหม่ เขตปทุมวัน กทม.,0-2483-0000,-,http://www.gvreit.com,"8,046,150,000.00 บาท"
275,บริษัท กู๊ดเยียร์(ประเทศไทย) จำกัด (มหาชน),50/9 หมู่ที่ 3 ถนนพหลโยธิน กม. 36 ตำบลคลองหนึ่ง อำเภอคลองหลวง ปทุมธานี,0-2909-8080,0-2909-8068,http://www.goodyear.co.th,"74,000,000.00 บาท"
276,บริษัท ฮานา ไมโครอิเล็คโทรนิคส จำกัด (มหาชน),เลขที่ 65/98 ซอยวิภาวดี-รังสิต 64 แยก 2 แขวงตลาดบางเขน เขตหลักสี่ กทม.,"0-2551-1297, 0-2521-4935-9","0-2551-1299 , 0-2552-4906",http://www.hanagroup.com,"974,403,900.00 บาท"
277,บริษัท หาญ เอ็นจิเนียริ่ง โซลูชั่นส์ จำกัด (มหาชน),เลขที่ 559 ซอยศูนย์วิจัย 4 ถนนพระราม 9 แขวงบางกะปิ เขตห้วยขวาง กทม.,0-2318-9744,0-2318-9744 ต่อ 4000,http://www.harn.co.th,"292,250,000.00 บาท"
278,บริษัท เฮลท์ เอ็มไพร์ คอร์ปอเรชั่น จำกัด (มหาชน),"อาคารเมเจอร์ ทาวเวอร์ พระราม 9 - รามคำแหง, ชั้น 20 ห้องเลขที่ OFFICE 2 เลขที่ 51 ถนนรามคำแหง แขวงหัวหมาก เขตบางกะปิ กทม.",0-2514-5000,-,https://www.hempcorp.co.th,"533,549,250.00 บาท"
279,บริษัท เฮงลิสซิ่ง แอนด์ แคปปิตอล จำกัด (มหาชน),69 หมู่ที่ 7 ตำบลสันทรายน้อย อำเภอสันทราย เชียงใหม่,1361 หรือ 0-2153-9587,0-5335-0490,https://www.hengleasing.com/,"3,810,000,000.00 บาท"
280,บริษัท ฮั้วฟง รับเบอร์ (ไทยแลนด์) จำกัด (มหาชน),317 ซอย 6C หมู่ 4 นิคมอุตสาหกรรมบางปู ตำบลแพรกษา อำเภอเมืองสมุทรปราการ สมุทรปราการ,0-2709-6580,"0-2324-0483-4, 0-2709-6589",http://www.duro.co.th,"658,434,300.00 บาท"
281,บริษัท เฮลท์ลีด จำกัด (มหาชน),เลขที่ 99/4 หมู่ที่ 10 ตำบลบางม่วง อำเภอบางใหญ่ นนทบุรี,0-2118-0884,-,http://www.healthleadgroup.com,"136,000,000.00 บาท"
282,บริษัท โฮม โปรดักส์ เซ็นเตอร์ จำกัด (มหาชน),31 ถนนประชาชื่นนนทบุรี ตำบลบางเขน อำเภอเมืองนนทบุรี นนทบุรี,0-2832-1000,0-2832-1400,http://www.homepro.co.th,"13,151,198,025.00 บาท"
283,กองทุนรวมอสังหาริมทรัพย์และสิทธิการเช่าเหมราชอินดัสเตรียล,เลขที่ 199 อาคารคอลัมน์ทาวเวอร์ ชั้น G และชั้น 21 - 23 ถนนรัชดาภิเษก แขวงคลองเตย เขตคลองเตย กทม.,0-2649-2000,0-2649-2100,http://www.mfcfund.com,"4,373,820,000.00 บาท"
284,บริษัท โฮม พอตเทอรี่ จำกัด (มหาชน),เลขที่ 119 หมู่ที่ 15 ถนนลำปาง-ตาก ตำบลสบปราบ อำเภอสบปราบ ลำปาง,0-5485-8996,0-5429-6556,http://www.homepottery.com,"165,978,562.75 บาท"
285,บริษัท หาดทิพย์ จำกัด (มหาชน),36 ซอยเอกมัย 10 แยก 2 ถนนสุขุมวิท 63 แขวงคลองตันเหนือ เขตวัฒนา กทม.,0-2391-4488,"0-2381-2257 , 0-2390-1925",http://www.haadthip.com,"201,210,180.00 บาท"
286,บริษัท แฮลเซี่ยน เทคโนโลยี่ จำกัด (มหาชน),41 หมู่ 14 นิคมอุตสาหกรรมบางชัน ซอย 6 ถนนเสรีไทย แขวงมีนบุรี เขตมีนบุรี กทม.,0-2906-3259-60,0-2906-3261,http://www.halcyon.co.th,"300,000,340.00 บาท"
287,บริษัท ฮิวแมนิก้า จำกัด (มหาชน),เลขที่ 2 ซอยรองเมือง 5 ถนนรองเมือง แขวงรองเมือง เขตปทุมวัน กทม.,0-2636-6999,0-2092-9202,http://www.humanica.com,"438,721,788.00 บาท"
288,บริษัท ไฮโดรเท็ค จำกัด (มหาชน),เลขที่ 1 อาคาร ทีพี แอนด์ ที ชั้น 14 ซอยวิภาวดีรังสิต 19 แขวงจตุจักร เขตจตุจักร กทม.,0-2936-1661-2,0-2936-1669,http://www.hydrotek.co.th,"311,925,504.00 บาท"
289,บริษัท ไอ.ซี.ซี. อินเตอร์เนชั่นแนล จำกัด (มหาชน),530 ซอยสาธุประดิษฐ์ 58 แขวงบางโพงพาง เขตยานนาวา กทม.,"0-2293-9000, 0-2293-9300",0-2294-3024,http://www.icc.co.th,"500,000,000.00 บาท"
290,บริษัท อิชิตัน กรุ๊ป จำกัด (มหาชน),เลขที่ 8 อาคารทีวัน ชั้น 42-44 ซอยสุขุมวิท 40 แขวงพระโขนง เขตคลองเตย กทม.,0-2023-1111,0-2020-3999,http://www.ichitangroup.com,"1,300,000,000.00 บาท"
